last_name, first_name,player_id,year,player_age,b_total_pa,b_total_hits,b_single,b_double,b_triple,b_home_run,b_strikeout,b_walk,b_k_percent,b_bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,isolated_power,b_foul,b_foul_tip,b_game,woba,wobacon,exit_velocity_avg,launch_angle_avg,barrel,barrel_batted_rate,hard_hit_percent,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,out_zone_percent,meatball_swing_percent,meatball_percent,pitch_count,iz_contact_percent,whiff_percent,groundballs_percent,flyballs_percent,linedrives_percent,popups_percent,
Rodriguez, Julio,677594,2022,21,560,145,89,25,3,28,145,40,25.9,7.1,.284,.509,.345,.853,.225,361,16,132,.366,.471,92,10.1,48,13.1,50.7,70.5,19.9,33.5,48.6,51.4,54.9,78.2,6.4,2084,80.1,30.4,46.3,24,22.3,7.4,
Duran, Ezequiel,677649,2022,23,220,49,33,10,1,5,54,12,24.5,5.5,.236,.365,.277,.643,.130,152,12,58,.282,.349,85.9,9.5,7,4.5,31.8,72.4,21.8,39.2,41.7,56.4,50.4,80,7.6,790,76.8,28.9,50,12.3,20.8,16.9,
Thomas, Alek,677950,2022,22,411,88,62,17,1,8,74,22,18.0,5.4,.231,.344,.275,.619,.113,233,9,113,.272,.303,87.4,2.6,12,3.8,34.6,63.8,18.2,33.4,38.9,60.7,48.2,75,6.7,1483,81.6,25,57.7,15.7,21.8,4.8,
Witt Jr., Bobby,677951,2022,22,632,150,93,31,6,20,135,30,21.4,4.7,.254,.428,.294,.722,.174,443,30,150,.311,.374,89.7,16.8,40,8.7,38.6,70.4,17.9,34.7,39,61,52,78,7.6,2332,82.1,25.2,36.2,33.4,22.6,7.8,
Groshans, Jordan,677954,2022,22,65,16,15,0,0,1,13,4,20.0,6.2,.262,.311,.308,.619,.049,48,2,17,.278,.319,87.1,5,1,2.1,37.5,63.4,10.6,24.8,37.5,62.5,49,75,7.6,263,89.4,17.9,47.9,25,25,2.1,
Bae, Ji Hwan,678225,2022,22,37,11,8,3,0,0,6,2,16.2,5.4,.333,.424,.405,.830,.091,18,1,10,.370,.402,83.2,4.4,0,0,22.2,76.2,22.9,19.3,0,100,47.5,90.9,9.2,120,70.8,18.6,59.3,11.1,22.2,7.4,
Vargas, Miguel,678246,2022,22,50,8,6,1,0,1,13,2,26.0,4.0,.170,.255,.200,.455,.085,43,1,18,.200,.247,89.7,25.9,3,8.6,40,66.7,22.4,30.7,29.6,70.4,43.6,70,9.9,202,77.6,24.3,37.1,40,11.4,11.4,
Tovar, Ezequiel,678662,2022,20,35,7,5,1,0,1,9,2,25.7,5.7,.212,.333,.257,.590,.121,26,1,9,.261,.323,88.6,8.5,3,12.5,33.3,82.1,15.2,40,60.7,39.3,55.6,75,6.3,126,84.8,32.4,50,25,20.8,4.2,
Torkelson, Spencer,679529,2022,22,404,73,48,16,1,8,99,37,24.5,9.2,.203,.319,.285,.604,.117,287,21,110,.272,.307,90.5,15,22,8.4,41.8,67,17.9,24.7,46.5,53.5,49.8,79.6,8.8,1609,82.1,25.6,40.7,25.9,25.9,7.6,
Vavra, Terrin,679631,2022,25,103,23,19,2,1,1,19,12,18.4,11.7,.258,.337,.340,.677,.079,74,4,40,.303,.319,87.5,10.7,1,1.4,23.6,74.7,16.9,24.9,41.7,58.3,50.4,78.3,6,383,83.1,23.2,41.7,23.6,31.9,2.8,
Palacios, Richie,680700,2022,25,123,26,20,6,0,0,20,9,16.3,7.3,.232,.286,.293,.578,.054,111,1,54,.258,.271,85,13.5,1,1.1,21.5,68.9,11,26.1,32.3,67.7,48.5,81.8,6.4,513,87.9,16.6,45.2,17.2,24.7,12.9,
Kwan, Steven,680757,2022,24,638,168,130,25,7,6,60,62,9.4,9.7,.298,.400,.371,.771,.101,397,10,147,.341,.335,85.1,11.8,7,1.4,20.8,55.1,5.5,20.2,19.2,79.6,48.7,63.9,8.2,2643,93.7,9,42.6,23.6,27.9,5.9,
Duran, Jarren,680776,2022,25,223,45,25,14,3,3,63,14,28.3,6.3,.221,.363,.283,.645,.142,172,18,58,.284,.358,89.3,7.6,11,7.7,38,68.9,17.1,31.5,51.8,47.5,50.7,90.8,7.4,881,82.6,28.2,54.2,24.6,16.9,4.2,
Jeffers, Ryan,680777,2022,25,236,44,26,10,1,7,62,23,26.3,9.7,.208,.363,.284,.647,.156,187,10,67,.287,.345,88.2,18.2,20,13.2,42.4,66.8,16.9,25.9,37.1,62.9,50.4,80,7.4,948,82.8,22.6,37.7,33.8,21.9,6.6,
Burdick, Peyton,680814,2022,25,102,19,11,4,0,4,35,8,34.3,7.8,.207,.380,.284,.665,.174,83,3,32,.294,.404,90,18,6,10.5,38.6,77.9,23,29.9,58.7,41.3,52.6,86.8,9.5,401,77,33.6,31.6,33.3,22.8,12.3,
Miller, Owen,680911,2022,25,472,103,70,26,1,6,93,32,19.7,6.8,.243,.351,.301,.652,.108,378,19,130,.287,.320,85.8,10.1,12,3.5,31.2,62.5,11.8,34.7,29.5,70.5,52.1,65.3,7.8,1836,88.2,18.5,43.8,22.9,26.8,6.5,
Donovan, Brendan,680977,2022,25,468,110,83,21,1,5,70,60,15.0,12.8,.281,.379,.393,.772,.097,302,10,126,.349,.346,87.7,6,11,3.4,37.7,55.7,9,21.4,31.9,66.7,51.3,65.2,8,1966,90.4,15.6,54.3,19.1,24.4,2.2,
Stott, Bryson,681082,2022,24,466,100,69,19,2,10,89,36,19.1,7.7,.234,.358,.294,.652,.124,355,18,127,.289,.321,88.1,13.1,15,4.4,36.8,60.8,13.3,28.2,26.1,73.9,48.6,75.7,7.7,1877,86,17.2,46.5,23.5,21.2,8.8,
Bride, Jonah,681146,2022,26,187,33,28,4,0,1,32,19,17.1,10.2,.204,.247,.299,.546,.043,105,4,58,.257,.243,86.9,11.5,2,1.5,31.1,47.3,10.9,25,28.4,71.6,51.2,53.3,7.5,797,89.1,17.1,46.2,21.2,26.5,6.1,
O'Hoppe, Logan,681351,2022,22,16,4,4,0,0,0,3,2,18.8,12.5,.286,.286,.375,.661,.000,8,1,5,.307,.321,84.3,24.6,0,0,9.1,74.2,26.1,24.1,71.4,28.6,48.3,75,6.7,60,73.9,36.7,45.5,27.3,18.2,9.1,
Carpenter, Kerry,681481,2022,24,113,26,15,4,1,6,32,6,28.3,5.3,.252,.485,.310,.795,.233,92,4,31,.342,.449,87.2,14.5,8,11.1,36.1,71.4,18.5,33,48.6,51.4,49.1,73.7,8.8,432,81.5,27.8,40.3,30.6,22.2,6.9,
Lavastida, Bryan,681526,2022,23,15,1,1,0,0,0,4,3,26.7,20.0,.083,.083,.267,.350,.000,4,1,6,.197,.110,87.6,6.2,0,0,37.5,51.9,28.6,13.3,50,50,52.6,75,7,57,71.4,33.3,62.5,37.5,0,0,
Outman, James,681546,2022,25,16,6,3,2,0,1,7,2,43.8,12.5,.462,.846,.563,1.409,.385,13,0,4,.584,1.208,99.6,16.5,0,0,83.3,70.6,25,24.1,85.7,14.3,46,85.7,11.1,63,75,38.7,33.3,33.3,33.3,0,
Villar, David,681584,2022,25,181,36,20,6,1,9,58,18,32.0,9.9,.231,.455,.331,.787,.224,104,4,52,.344,.460,86.8,17.8,9,9.1,36.4,67,26.2,20.8,73.3,26.7,49.3,80.8,7.1,730,73.8,37.2,38.4,40.4,19.2,2,
Eaton, Nate,681987,2022,25,122,28,20,4,3,1,30,10,24.6,8.2,.264,.387,.328,.715,.123,94,5,44,.313,.375,85.8,13.6,4,5,27.5,73,16,28.4,41.1,54.8,53.7,75,6.7,479,82.7,23.8,35,27.5,31.3,6.3,
Hensley, David,682073,2022,26,34,10,6,2,1,1,6,5,17.6,14.7,.345,.586,.441,1.027,.241,20,1,16,.440,.500,90.3,-0.4,1,4.3,39.1,65.3,25.5,14.3,20,80,49.3,87.5,5.6,142,74.5,24.6,52.2,26.1,21.7,0,
Alvarez, Francisco,682626,2022,20,14,2,0,1,0,1,4,2,28.6,14.3,.167,.500,.286,.786,.333,10,0,5,.336,.417,89.1,15.3,3,37.5,37.5,76,31.6,32.4,54.5,45.5,57.6,100,5.1,59,68.4,40,50,37.5,12.5,0,
Abrams, CJ,682928,2022,21,302,70,54,12,2,2,50,5,16.6,1.7,.246,.324,.278,.602,.077,203,8,90,.267,.298,86.5,6.8,5,2.1,30.7,72.9,15.2,41.2,34.8,64.3,49.9,80,6.9,1008,83.7,22.3,52.5,21,18.5,8,
Greene, Riley,682985,2022,21,418,95,68,18,4,5,120,36,28.7,8.6,.253,.362,.321,.682,.109,320,28,93,.303,.384,89.5,2.8,24,9.3,45.2,64.3,17.6,27.6,42.9,57.1,51.7,73.3,7,1716,82.4,25.6,56.8,19.3,22.4,1.5,
Carroll, Corbin,682998,2022,21,115,27,12,9,2,4,31,8,27.0,7.0,.260,.500,.330,.830,.240,71,6,32,.358,.458,85.8,9.1,4,5.5,32.9,62.8,21.4,26.4,46.7,51.7,49.6,75,7,458,77.9,28.8,47.9,19.2,27.4,5.5,
Henderson, Gunnar,683002,2022,21,132,30,18,7,1,4,34,16,25.8,12.1,.259,.440,.348,.788,.181,81,3,34,.343,.422,92.4,2,8,9.8,53.7,66.4,21.5,17.9,44,56,51.9,87.5,5.9,539,78.5,26.6,57.3,15.9,23.2,3.7,
Stefanic, Michael,683021,2022,26,69,12,10,2,0,0,12,5,17.4,7.2,.197,.230,.275,.505,.033,33,2,25,.239,.232,84.8,5,1,2,22,58.5,12.7,21.6,40,60,46.2,66.7,4.8,251,86.1,19.2,56,20,20,4,
Baty, Brett,683146,2022,22,42,7,5,0,0,2,8,2,19.0,4.8,.184,.342,.238,.580,.158,25,1,11,.260,.285,91.1,10,2,6.7,36.7,67.6,12,30.6,50,50,49.3,91.7,8.2,146,88,23.6,56.7,26.7,16.7,0,
Vaughn, Andrew,683734,2022,24,555,138,92,28,1,17,96,31,17.3,5.6,.271,.429,.321,.750,.159,356,17,134,.327,.366,90.8,7.5,33,7.9,48.6,61.4,12.2,32.8,37.3,62.7,50.2,66,6.8,2087,87.8,21,48,22.2,25.1,4.8,
Pasquantino, Vinnie,686469,2022,24,298,76,56,10,0,10,34,35,11.4,11.7,.295,.450,.383,.832,.155,177,5,72,.365,.367,91.2,12.1,20,8.8,46.9,68,9,26.5,29.5,70.5,53,80.5,7.4,1039,90.4,15.3,40.7,25.2,29.2,4.9,
Lee, Korey,686676,2022,23,26,4,2,2,0,0,9,1,34.6,3.8,.160,.240,.192,.432,.080,26,1,12,.192,.268,83.6,10.5,0,0,25,76.4,23.8,40,44.4,55.6,45,66.7,9,100,76.2,30,56.3,25,6.3,12.5,
Massey, Michael,686681,2022,24,194,42,28,9,1,4,46,9,23.7,4.6,.243,.376,.304,.680,.133,144,6,52,.302,.357,89.3,16.4,17,13,38.2,73.5,22.3,35.6,39.1,59.4,50.1,86.8,7.4,719,75.4,27.8,38.9,31.3,22.9,6.9,
Brennan, Will,686823,2022,24,45,15,12,1,1,1,4,2,8.9,4.4,.357,.500,.400,.900,.143,40,1,11,.385,.409,89.8,5.4,2,5.3,42.1,77.9,11.7,47.9,28.6,71.4,48.7,91.7,8,150,88.3,17.9,52.6,21.1,26.3,0,
Grissom, Vaughn,687093,2022,21,156,41,30,6,0,5,34,11,21.8,7.1,.291,.440,.353,.792,.149,118,9,41,.345,.412,84.6,9,8,7.4,34.3,70.6,15.2,35,44.4,55.6,52.6,88.9,6.1,588,84.3,25.6,44.4,24.1,27.8,3.7,
