last_name, first_name,player_id,year,player_age,b_total_pa,b_total_hits,b_single,b_double,b_triple,b_home_run,b_strikeout,b_walk,b_k_percent,b_bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,isolated_power,b_foul,b_foul_tip,b_game,woba,wobacon,exit_velocity_avg,launch_angle_avg,barrel,barrel_batted_rate,hard_hit_percent,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,out_zone_percent,meatball_swing_percent,meatball_percent,pitch_count,iz_contact_percent,whiff_percent,groundballs_percent,flyballs_percent,linedrives_percent,popups_percent,
Narvaez, Omar,553882,2022,30,296,54,37,12,1,4,57,29,19.3,9.8,.206,.305,.291,.596,.099,245,19,84,.269,.280,84.7,17.7,5,2.4,18.4,73.5,18.5,27.8,35.5,64.5,51.4,81,7.1,1182,81.3,23.4,36.2,34.8,24.2,4.8,
Astudillo, Willians,553902,2022,30,55,13,12,0,0,1,3,1,5.5,1.8,.241,.296,.255,.551,.056,30,2,21,.243,.249,83,15.5,0,0,21.6,86.2,10.7,50.6,25.6,72.1,56.7,88.9,6,150,89.3,17.2,45.1,21.6,19.6,13.7,
Machado, Dixon,553988,2022,30,17,3,3,0,0,0,5,1,29.4,5.9,.200,.200,.294,.494,.000,9,0,5,.239,.265,71.6,22.5,0,0,10,58.8,15,22.2,66.7,33.3,44.3,83.3,9.8,61,85,26.9,40,30,20,10,
Suarez, Eugenio,553993,2022,30,629,128,71,24,2,31,196,73,31.2,11.6,.236,.459,.332,.791,.223,381,24,150,.344,.456,89.8,19.9,52,14.8,43.5,63.6,24,21.5,58.1,41.9,51.7,74,7.9,2617,76,33.1,34.1,39.2,20.7,6,
Gonzalez, Erik,570481,2022,30,41,7,6,1,0,0,12,4,29.3,9.8,.189,.216,.268,.485,.027,41,2,16,.227,.263,84.4,-0.7,0,0,20,77.5,31.9,31,29.6,70.4,49.4,81.8,6.3,176,68.1,31.3,60,8,28,4,
Urshela, Gio,570482,2022,30,551,143,100,27,3,13,96,41,17.4,7.4,.285,.429,.338,.767,.144,430,26,144,.332,.374,88.9,11.8,29,7,37.6,71.2,15.2,36.1,32.8,67.2,51.5,80.4,7.8,2017,84.8,21.4,41.7,23.8,30.1,4.4,
Sanchez, Carlos,570560,2022,30,44,4,4,0,0,0,13,5,29.5,11.4,.108,.108,.205,.313,.000,37,0,17,.166,.147,84.4,14,0,0,15.4,64.6,17.6,32.1,29.4,64.7,57.3,81.8,5.9,185,80.4,22.4,50,23.1,23.1,3.8,
Schoop, Jonathan,570731,2022,30,510,97,62,23,1,11,107,19,21.0,3.7,.202,.322,.239,.561,.121,335,30,131,.245,.286,87,9.7,18,4.8,38.6,75.2,18.8,36.8,46.6,53.4,51.3,76.6,6.9,1789,81.3,28.2,45.2,20.6,24.3,9.8,
Arenado, Nolan,571448,2022,31,620,163,90,42,1,30,72,52,11.6,8.4,.293,.533,.358,.891,.241,423,16,148,.381,.401,88.7,21.7,40,8.2,38.9,66.9,11.7,32.6,31.9,68.1,54,70.6,6.6,2330,88.3,19.1,30.5,29,26.2,14.3,
Barnhart, Tucker,571466,2022,31,308,62,51,10,0,1,74,25,24.0,8.1,.221,.267,.286,.553,.046,211,16,94,.253,.289,84.5,10.1,4,1.9,26,65.7,14.8,25.4,43.8,56.3,48.4,73.3,7.3,1174,84.9,22.5,54.3,17.3,21.6,6.7,
Davidson, Matt,571602,2022,31,37,5,3,0,0,2,13,3,35.1,8.1,.147,.324,.216,.540,.176,23,0,13,.240,.324,87.3,13.1,3,14.3,33.3,57.5,19,34.8,56.5,43.5,47.5,75,5.8,139,81,32.3,47.6,33.3,9.5,9.5,
Farmer, Kyle,571657,2022,31,583,134,94,25,1,14,99,33,17.0,5.7,.255,.386,.314,.700,.131,434,12,145,.309,.335,85.5,12.7,19,4.4,33.8,64.7,10.3,36.3,34.3,65.2,51.2,71.9,7.9,2145,89.7,19.2,45.3,23.4,25.5,5.7,
Hamilton, Billy,571740,2022,31,23,1,1,0,0,0,12,2,52.2,8.7,.050,.050,.130,.180,.000,13,2,37,.103,.110,78.4,28.3,0,0,11.1,79.5,48.6,32.6,64.3,35.7,49.4,57.1,8,87,48.6,53.1,44.4,33.3,11.1,11.1,
Haniger, Mitch,571745,2022,31,247,55,36,8,0,11,65,20,26.3,8.1,.246,.429,.308,.736,.183,158,10,57,.319,.402,91.9,18.2,19,11.8,47.2,65.7,19.8,26.4,52.6,47.4,51.4,68.1,6.9,996,80.2,29.6,37.3,29.2,23,10.6,
Hernandez, Enrique,571771,2022,30,402,80,50,24,0,6,71,34,17.7,8.5,.222,.338,.291,.629,.116,240,8,93,.280,.296,87.8,17.1,17,5.8,35,70.7,14.5,27.2,47.9,52.1,53,86.5,6.4,1490,85.3,24.6,39.8,22.1,23.5,14.6,
Lamb, Jake,571875,2022,31,111,21,11,6,1,3,38,11,34.2,9.9,.216,.392,.315,.707,.175,75,2,41,.314,.426,91.5,15,7,11.9,44.1,63.5,19.9,23.8,60,40,51,67.7,6.8,453,79.4,31.1,37.3,33.9,22,6.8,
Maile, Luke,571912,2022,31,206,40,27,10,0,3,54,19,26.2,9.2,.221,.326,.301,.627,.105,137,10,76,.281,.328,84.5,17,7,5.4,25.4,65,19.6,24.3,50,50,49.2,75,8.8,821,80.4,27.6,37.7,32.3,20.8,9.2,
Muncy, Max,571970,2022,31,565,91,47,22,1,21,141,90,25.0,15.9,.196,.384,.329,.713,.188,362,11,136,.318,.348,90.3,20.9,44,13.4,45.6,60.4,21.2,16.5,44,55.5,49.7,69.4,8.9,2436,78.4,26.1,32.5,39.5,20.1,7.9,
Myers, Wil,571976,2022,31,286,68,46,15,0,7,86,21,30.1,7.3,.261,.398,.315,.713,.138,182,9,77,.311,.416,88.5,13,13,7.3,37.6,61.5,23.4,29.7,46.9,52.6,50.8,73.1,8,1160,76.4,31.2,41.6,26.4,26.4,5.6,
Naquin, Tyler,571980,2022,31,334,71,37,19,4,11,93,19,27.8,5.7,.229,.423,.281,.704,.194,288,19,105,.303,.396,90.3,14.4,21,9.6,40.8,79.4,24.9,37.8,41.5,58.5,51.5,89.4,6.7,1261,74.6,30.5,40.4,29.4,24.3,6,
Owings, Chris,572008,2022,30,68,6,4,2,0,0,24,10,35.3,14.7,.107,.143,.250,.393,.036,35,5,26,.204,.189,80.4,10.8,1,3,15.2,61.1,30.4,29.1,51.2,48.8,56.7,72.2,6.9,261,68.1,38.4,57.6,18.2,15.2,9.1,
Piscotty, Stephen,572039,2022,31,139,24,15,4,0,5,48,9,34.5,6.5,.190,.341,.252,.593,.151,98,9,42,.258,.358,90.4,10.4,5,6.3,46.3,75.2,26.5,39,65,35,55.6,95,7.2,554,73.5,41.6,45,20,31.3,3.8,
Pollock, AJ,572041,2022,34,527,120,79,26,1,14,98,32,18.6,6.1,.245,.389,.292,.681,.143,346,27,138,.297,.337,88.8,11.6,37,9.4,42,74.1,15.2,34,44.4,55.6,51.2,80.7,7.6,1837,84.8,24.7,45.3,22,23,9.6,
Taylor, Michael A.,572191,2022,31,456,105,83,10,3,9,109,35,23.9,7.7,.254,.357,.311,.669,.104,304,19,124,.297,.355,86.3,12.1,21,6.8,32.9,73.1,18.5,31.4,52,47.3,51.8,85.9,7.5,1717,79.7,29.1,42.3,28.1,21,8.7,
Thompson, Trayce,572204,2022,31,255,56,28,14,1,13,93,32,36.5,12.5,.256,.507,.353,.860,.251,183,19,80,.370,.554,92.2,16.4,21,16.4,46.9,66,28.1,23.3,63.5,36.5,51.7,63.1,7.4,1138,71.9,37.8,31.3,32,31.3,5.5,
Voit III, Luke,572228,2022,31,568,113,69,22,0,22,179,55,31.5,9.7,.226,.402,.308,.710,.176,403,15,135,.311,.411,89.8,18.4,48,14.7,44.3,78.1,27.5,30.6,58.6,41.4,54.9,93.7,5.6,2248,72.5,37.6,34.9,34.9,24.8,5.5,
Walker, Christian,572233,2022,31,667,141,78,25,2,36,131,69,19.6,10.3,.242,.477,.327,.804,.235,398,19,160,.346,.388,90,17,53,11.5,44,67.9,15.6,23.1,49.2,50.8,51.8,79.8,7.8,2543,84.4,24.6,39.2,30.9,21.4,8.5,
Zunino, Mike,572287,2022,31,123,17,9,3,0,5,46,6,37.4,4.9,.148,.304,.195,.499,.157,77,6,36,.219,.316,91.8,20.8,6,8.6,41.4,67.3,26,37.1,62.5,37.5,53.7,67.6,7.1,482,74,40.2,28.6,37.1,25.7,8.6,
Carpenter, Matt,572761,2022,36,154,39,15,9,0,15,35,19,22.7,12.3,.305,.727,.409,1.136,.422,131,9,47,.472,.592,89.8,22.4,13,13.7,42.1,63.2,17.4,16.6,50,50,46.9,80.9,9.4,723,81.8,23.7,27.4,40,25.3,7.4,
Dickerson, Corey,572816,2022,33,297,75,51,17,1,6,48,12,16.2,4.0,.267,.399,.300,.698,.132,253,12,96,.303,.343,87.7,10.6,9,3.8,32.8,76.3,17.1,40.8,33.2,66.8,50.5,88.9,6.6,1083,82.9,22.8,46.8,20.9,25.1,7.2,
Garneau, Dustin,572863,2022,34,11,3,2,1,0,0,4,1,36.4,9.1,.300,.400,.364,.764,.100,12,2,8,.338,.505,89.5,40.6,1,16.7,16.7,71.4,40,17.6,0,100,32.7,75,7.7,52,60,35.7,0,50,16.7,33.3,
Ruf, Darin,573131,2022,35,388,68,45,12,0,11,105,45,27.1,11.6,.204,.338,.307,.645,.135,242,20,118,.291,.335,89.2,14.8,20,8.6,40.5,56.8,19.4,24.1,46.4,53.6,50.2,71.3,8,1620,80.6,27.5,41.8,29.7,20.7,7.8,
Yastrzemski, Mike,573262,2022,31,558,104,54,31,2,17,141,61,25.3,10.9,.214,.392,.305,.696,.177,412,22,148,.307,.358,89.9,19.9,39,11.1,42.5,63.4,15.6,22.2,42.5,54.4,49.7,70,7.7,2349,83,22.5,34.8,31.9,23.6,9.7,
Contreras, Willson,575929,2022,30,487,101,54,23,2,22,103,45,21.1,9.2,.243,.466,.349,.815,.224,321,23,113,.357,.399,90.4,8.5,33,10.5,48.6,73.1,20.8,31.8,51.1,48.9,54.2,78.6,7,1825,78.9,30.9,51.1,22.9,20.3,5.7,
Iglesias, Jose,578428,2022,32,467,128,95,30,0,3,56,17,12.0,3.6,.292,.380,.328,.708,.089,397,7,118,.312,.332,83.8,6,2,0.5,27.7,63.4,7.6,41.3,21.2,78.8,52,63.9,6.8,1738,92.4,13.2,53.4,16.8,25.4,4.4,
Bernard, Wynton,592144,2022,31,42,12,11,1,0,0,8,0,19.0,0.0,.286,.310,.286,.595,.024,35,2,12,.262,.323,84.6,-6.5,0,0,26.5,73.1,26.5,32.4,20.8,79.2,44.3,55.6,5.4,167,73.5,25,67.6,5.9,23.5,2.9,
Bryant, Kris,592178,2022,30,181,49,32,12,0,5,27,17,14.9,9.4,.306,.475,.376,.851,.169,124,3,42,.370,.398,85,13.5,9,6.7,29.6,72.7,13.2,24.2,44.3,55.7,52.2,88.5,7.5,696,86.8,21.5,38.5,34.1,22.2,5.2,
Canha, Mark,592192,2022,33,542,123,86,24,0,13,97,48,17.9,8.9,.266,.403,.367,.770,.136,371,18,140,.343,.361,87.7,10.9,18,4.9,36.6,61,18.4,24.3,31.5,68.2,49.5,62.8,7.4,2218,81.6,22.1,46.1,24.7,23.3,6,
Casali, Curt,592200,2022,33,176,30,21,4,0,5,50,24,28.4,13.6,.203,.331,.318,.649,.128,169,7,57,.295,.340,87.1,25.4,6,6,39,71.2,21.8,23.2,43.8,53.9,49,87,6.9,783,77.8,27.1,28,36,23,13,
Castellanos, Nick,592206,2022,30,558,138,98,27,0,13,130,29,23.3,5.2,.263,.389,.305,.694,.126,402,26,136,.304,.373,87.5,14.6,26,6.6,35.1,76.8,20.2,39.6,52.5,47.5,53.3,84.3,6.5,2066,79.8,32.2,42.9,28.5,22,6.6,
Drury, Brandon,592273,2022,29,568,136,75,31,2,28,126,38,22.2,6.7,.263,.492,.320,.813,.230,413,27,138,.350,.421,89.1,13.8,41,10.4,42.2,62.5,14.2,30.1,35.8,64.2,51.2,75.5,6.7,2242,85.8,21.5,40.9,28.3,24,6.8,
Gamel, Ben,592325,2022,30,423,86,55,20,2,9,98,48,23.2,11.3,.232,.369,.324,.693,.137,284,13,115,.308,.349,88.8,11.3,17,6.2,37.6,64.9,12.4,23.7,51.9,48.1,52.8,70.5,7.7,1713,86.7,23.8,43.4,25.9,26.3,4.4,
Goodrum, Niko,592348,2022,30,45,5,3,2,0,0,23,2,51.1,4.4,.116,.163,.156,.318,.047,41,3,15,.146,.259,81.9,7.7,1,5,35,77.6,31.6,32.1,67.6,32.4,52,80,9.8,204,65.8,42.7,50,20,30,0,
Judge, Aaron,592450,2022,30,696,177,87,28,0,62,175,111,25.1,15.9,.311,.686,.422,1.108,.375,469,25,157,.458,.602,95.9,15,106,26.5,61.8,66.1,20.3,22.9,53.2,46.5,54.3,77.4,6.9,2906,79.7,29.8,37,38.3,22.3,2.5,
Machado, Manny,592518,2022,29,644,172,102,37,1,32,133,63,20.7,9.8,.298,.531,.366,.898,.234,458,19,150,.382,.458,91.5,16,44,9.8,49,74.4,17.7,30.7,39.8,60.2,53.9,86.3,7.1,2371,82.3,24.9,37.6,23.7,29.1,9.6,
Moran, Colin,592567,2022,29,128,23,15,3,0,5,30,16,23.4,12.5,.211,.376,.305,.681,.165,109,6,42,.300,.334,90.4,10.3,7,8.5,39,73.6,16.2,30.8,49.5,50.5,55.7,90.9,6.2,530,83.8,27.7,50,28,20.7,1.2,
Payton, Mark,592622,2022,30,25,3,3,0,0,0,4,4,16.0,16.0,.143,.143,.280,.423,.000,41,1,8,.216,.156,84.6,22.5,0,0,11.8,75.4,9.3,36.5,25.9,74.1,56.5,78.6,10.7,131,88.4,15.7,47.1,17.6,11.8,23.5,
Pederson, Joc,592626,2022,30,433,104,59,19,3,23,100,42,23.1,9.7,.274,.521,.353,.874,.247,297,17,134,.373,.453,93.2,14.8,43,15.1,52.1,65,14.3,29.6,43.4,55.8,53.5,77.5,7.1,1685,84.9,24.4,37.3,33.8,22.9,6,
Realmuto, J.T.,592663,2022,31,562,139,86,26,5,22,119,41,21.2,7.3,.276,.478,.342,.820,.202,409,26,139,.354,.416,90.3,13.1,44,11.3,47.2,67.7,19.6,31,38.4,61.6,50.9,80.9,7.2,2193,80.4,25.7,44.6,25.6,24.1,5.6,
Renfroe, Hunter,592669,2022,30,522,121,68,23,1,29,121,39,23.2,7.5,.255,.492,.314,.806,.236,349,20,125,.347,.424,90.5,17.7,39,10.9,43.6,66.2,18.8,31.8,41.7,58.3,53.6,73,7,2027,81.2,27,37.4,30.2,21.5,10.9,
Rosario, Eddie,592696,2022,30,270,53,35,12,1,5,68,17,25.2,6.3,.212,.328,.259,.587,.116,177,15,80,.258,.314,87.7,15.2,10,5.4,33,70.2,22.2,40.4,45,52.8,56.1,80.3,7,1010,77.5,31.9,39.5,30.3,23.8,6.5,
Simmons, Andrelton,592743,2022,32,85,13,12,1,0,0,13,7,15.3,8.2,.173,.187,.235,.422,.013,52,1,34,.204,.191,81.4,1.1,0,0,10.8,64.4,12.8,34.2,26.9,73.1,51,85.7,9.4,298,84,17.8,66.2,10.8,12.3,10.8,
Yelich, Christian,592885,2022,30,671,145,102,25,4,14,162,88,24.1,13.1,.252,.383,.355,.737,.130,472,28,154,.328,.379,91.5,3.6,34,8.2,48.6,65.4,14.8,23.2,51.2,48.5,52.5,73.6,7,2747,85.1,25,59.1,18,19.7,3.1,
Merrifield, Whit,593160,2022,33,550,126,86,28,1,11,85,38,15.5,6.9,.250,.375,.298,.673,.125,393,16,139,.294,.318,87.1,15.1,18,4.2,31.1,71.4,13.8,29.8,33.1,65.9,49.3,78.8,8.4,2017,85.6,19.4,41.2,28.8,22.2,7.7,
Bogaerts, Xander,593428,2022,29,631,171,118,38,0,15,118,57,18.7,9.0,.307,.456,.377,.833,.149,413,19,150,.363,.411,88.1,10.2,29,6.5,39.5,63.5,18.5,29.2,37.6,62.4,51.8,67.4,7.5,2500,81.5,24.8,46.6,21.1,25.8,6.5,
Alberto, Hanser,593643,2022,29,159,38,25,9,2,2,25,3,15.7,1.9,.244,.365,.258,.623,.122,102,2,73,.270,.311,82.9,10.8,2,1.5,18.3,76.4,19.1,47.6,35.4,60.6,51.2,80,5.8,521,80.4,25.5,50.4,26,19.8,3.8,
Polanco, Jorge,593871,2022,28,445,88,56,16,0,16,95,64,21.3,14.4,.235,.405,.346,.751,.171,313,22,104,.333,.362,89,21.7,29,10.2,38.7,61.1,18,25.2,42.6,57,52.1,67,6.1,1900,81.8,25.6,30.6,34.9,25.4,9.2,
Sano, Miguel,593934,2022,29,71,5,4,0,0,1,25,9,35.2,12.7,.083,.133,.211,.345,.050,45,4,20,.176,.156,93.9,30,5,13.9,52.8,62.2,24.7,18.8,75,25,52.1,72.2,5.5,326,75.3,37.2,16.7,44.4,27.8,11.1,
Calhoun, Kole,594777,2022,34,424,76,49,14,1,12,136,27,32.1,6.4,.196,.330,.257,.587,.134,320,14,125,.260,.343,90.8,15.4,25,9.8,48.2,78.4,27.5,32.3,53.6,46.4,55,89.1,7,1700,72.5,36.3,38,26.3,27.1,8.6,
Duvall, Adam,594807,2022,33,315,61,32,16,1,12,101,21,32.1,6.7,.213,.401,.276,.677,.188,248,10,86,.295,.399,88.3,23.4,24,12.8,41,67.4,21.4,34.3,43.9,56.1,51.1,74.4,7.4,1220,78.6,29.2,29.3,38.8,20.7,11.2,
Gosselin, Phil,594838,2022,33,77,11,10,0,1,0,24,2,31.2,2.6,.149,.176,.182,.357,.027,54,5,34,.163,.209,86.4,15,1,2,36,59.4,20,35.3,37.3,62.7,53.9,62.5,7.7,310,78.8,27.1,44,26,20,10,
Kiermaier, Kevin,595281,2022,32,221,47,32,8,0,7,61,14,27.6,6.3,.228,.369,.281,.649,.141,145,11,63,.286,.365,87.9,5.3,10,6.9,38.6,75.2,20.3,27.9,63.5,35.7,49.6,79.7,7.1,831,79,31.9,52.4,23.4,20.7,3.4,
Knapp, Andrew,595284,2022,30,46,5,4,1,0,0,12,5,26.1,10.9,.128,.154,.239,.393,.026,36,2,16,.195,.171,86.3,17.2,0,0,25,73.2,18.3,30.9,48.3,51.7,53.4,100,6.3,176,81.7,28.1,53.6,17.9,14.3,14.3,
Wallach, Chad,595453,2022,30,40,5,3,1,0,1,9,4,22.5,10.0,.143,.257,.225,.482,.114,29,2,12,.224,.230,87,17.7,2,7.4,37,70.1,24.6,23.5,47.4,52.6,48.2,83.3,7.1,168,75.4,30,40.7,33.3,25.9,0,
Alfaro, Jorge,595751,2022,29,274,63,42,14,0,7,98,11,35.8,4.0,.246,.383,.285,.667,.137,230,19,82,.291,.430,89.4,8,18,11.2,38.5,80.8,28.1,46,53.9,46.1,52.4,85.7,6.3,1008,71.9,38,47.2,23,26.7,3.1,
Profar, Jurickson,595777,2022,29,658,140,87,36,2,15,103,73,15.7,11.1,.243,.391,.330,.721,.148,503,19,152,.320,.330,87.5,12.9,19,4,34.3,64.2,13.9,23.7,31.5,68,50.9,76,6.3,2790,85.5,18.7,44.8,22.8,25.7,6.7,
Baez, Javier,595879,2022,29,590,132,84,27,4,17,147,26,24.9,4.4,.238,.393,.278,.671,.155,339,25,144,.291,.365,87.9,9.6,33,8,38,67.9,22.3,47.5,49.1,50.9,59.2,69.6,6.6,2092,77.7,35.8,50.6,22.9,20.4,6.1,
Cave, Jake,595909,2022,29,177,35,20,7,3,5,49,11,27.7,6.2,.213,.384,.260,.644,.171,115,5,54,.278,.356,90.7,14.4,12,10.3,42.7,73,26,30.6,54.4,45.6,52.5,77.4,7.5,710,73.2,35,36.8,39.3,22.2,1.7,
Gallagher, Cam,595956,2022,29,47,9,4,5,0,0,13,3,27.7,6.4,.214,.333,.255,.589,.119,35,3,18,.265,.339,85.8,16.3,0,0,25.8,68.9,19.4,27.4,30.4,69.6,48.3,84.6,7.5,174,80.6,22.4,41.9,29,19.4,9.7,
Hedges, Austin,595978,2022,29,338,48,37,4,0,7,78,25,23.1,7.4,.163,.248,.234,.482,.085,202,13,105,.225,.239,84.2,16.7,7,3.1,22.3,68.4,17.8,28.5,47.4,50,52.3,71.8,6.7,1274,80.8,27.1,40.6,24,23.6,11.8,
Lindor, Francisco,596019,2022,28,706,170,114,25,5,26,133,59,18.8,8.4,.270,.449,.339,.788,.179,536,23,161,.342,.385,89.3,13.8,42,8.3,41.3,68.1,14.4,29.9,40,59.8,53.2,75.7,6.7,2829,85.5,22.9,43.5,27.6,20.4,8.5,
Odor, Rougned,596059,2022,28,472,88,53,19,3,13,109,32,23.1,6.8,.207,.357,.275,.632,.150,318,23,135,.278,.319,87.8,21.5,21,6.5,33.3,72.9,19.8,30.9,42.8,56.2,53.2,83.7,5.6,1761,79.2,27.3,32.4,29,22.7,15.9,
Slater, Austin,596103,2022,29,325,73,49,15,2,7,89,40,27.4,12.3,.264,.408,.366,.774,.144,217,17,125,.344,.421,89,6.6,20,10.5,39.5,67.3,23.9,26.5,46.8,51.1,54.1,77.5,6.7,1326,75.6,31.2,53.7,19.5,25.3,1.6,
Story, Trevor,596115,2022,29,396,85,47,22,0,16,122,32,30.8,8.1,.238,.434,.303,.737,.196,304,25,94,.316,.429,88.9,17.8,27,11.3,40.6,69,21.5,33.1,47.7,52.3,53.5,73.8,6.8,1575,78.5,30.8,35.1,28.9,24.3,11.7,
Stubbs, Garrett,596117,2022,29,121,28,18,4,1,5,30,14,24.8,11.6,.264,.462,.347,.809,.198,73,1,46,.355,.433,85.2,15.2,4,5.2,27.3,51.9,9.8,28,40,60,53.1,51.3,7.7,505,85.4,21.2,46.8,20.8,22.1,10.4,
Vogelbach, Daniel,596129,2022,29,461,92,54,19,1,18,114,73,24.7,15.8,.238,.433,.360,.793,.194,265,13,130,.349,.405,89.4,15.8,29,10.6,39.9,45.5,13.9,20.5,33.2,66.8,53.2,43,6.8,2102,86.1,20.4,38.1,29.7,24.9,7.3,
Sanchez, Gary,596142,2022,29,471,86,46,24,0,16,136,40,28.9,8.5,.205,.377,.282,.659,.172,285,20,128,.290,.361,90.5,14,39,13.5,49.3,60.7,20.5,28.7,50.7,49.3,52.2,66.7,9.6,1881,79.5,30.8,43.8,29.9,18.4,8,
Kepler, Max,596146,2022,29,446,88,60,18,1,9,66,49,14.8,11.0,.227,.348,.318,.666,.121,283,18,115,.298,.294,89.1,11.2,23,7.1,39.9,70.5,12.5,23.5,40.6,58.9,51.9,84.1,7.6,1656,87.2,19.9,46.6,24.5,23.3,5.5,
Quinn, Roman,596451,2022,29,87,17,12,3,2,0,36,7,41.4,8.0,.215,.304,.287,.591,.089,59,3,44,.266,.409,91.3,23.3,2,4.7,41.9,68.2,25.4,23.8,62.5,37.5,48.4,82.1,8.1,347,71.3,34.6,30.2,34.9,25.6,9.3,
Franco, Maikel,596748,2022,29,388,85,61,15,0,9,75,12,19.3,3.1,.229,.342,.255,.597,.113,248,18,103,.261,.306,87,11.5,14,4.7,34.4,68.3,21.8,38.5,39.3,60.7,49.4,77,7.1,1418,78.2,28,44.5,21.1,24.1,10.4,
Choi, Ji-Man,596847,2022,31,419,83,50,22,0,11,123,58,29.4,13.8,.233,.388,.341,.729,.154,281,16,113,.322,.401,92.2,10.6,28,11.9,47.5,67.5,24.6,19.9,54.5,44.4,54.1,83.7,7,1840,75.3,32.3,46.6,25,23.7,4.7,
Bradley Jr., Jackie,598265,2022,32,370,70,42,23,1,4,77,24,20.8,6.5,.203,.311,.254,.565,.108,212,16,131,.252,.285,87.6,7.4,13,4.8,37.2,69.7,24.1,28.6,43,56.5,48.6,75.8,8.7,1387,74.8,29.4,51.3,21.2,21.2,6.3,
La Stella, Tommy,600303,2022,33,195,43,27,14,0,2,30,11,15.4,5.6,.239,.350,.282,.632,.111,115,3,60,.277,.298,87.9,14.6,3,2,32,53.1,10.2,27.6,29.9,69.2,48.7,59.3,6.8,794,89.8,16.7,39.2,24.8,28.1,7.8,
Severino, Pedro,600474,2022,28,21,4,2,2,0,0,7,3,33.3,14.3,.222,.333,.333,.667,.111,21,2,8,.303,.390,86.7,16.3,0,0,18.2,70.8,29.4,25.5,33.3,66.7,49.5,100,4.2,95,70.6,30.4,36.4,27.3,27.3,9.1,
Candelario, Jeimer,600869,2022,28,467,93,59,19,2,13,109,28,23.3,6.0,.217,.361,.272,.633,.145,353,23,124,.277,.328,87.2,13.5,27,8.3,34.6,74.5,17.8,33.6,39.9,59.7,53.6,88.9,6.7,1739,81.5,25.4,42.6,24.1,24.4,9,
Daza, Yonathan,602074,2022,28,408,112,87,21,2,2,58,26,14.2,6.4,.301,.384,.348,.732,.083,306,9,113,.323,.347,84.8,4.6,6,1.9,25,66.1,12.2,35.7,30.1,69.9,51.4,71.1,7.4,1536,87,18.7,55.6,17.8,24.4,2.2,
Urias, Ramon,602104,2022,28,445,100,66,17,1,16,98,30,22.0,6.7,.248,.414,.303,.718,.166,283,20,118,.313,.371,89.4,11,30,9.6,46.5,70.8,21,29,43.1,56.9,50.1,82.5,7.3,1645,79,27.4,47.8,24.4,20.5,7.4,
Ahmed, Nick,605113,2022,32,54,12,7,2,0,3,15,2,27.8,3.7,.231,.442,.259,.702,.212,42,1,17,.302,.403,86.9,4.4,2,5.4,32.4,67.9,10.5,32.3,56.3,40.6,46.9,66.7,5.7,211,86.8,24.1,56.8,27,13.5,2.7,
Anderson, Brian,605119,2022,29,383,75,50,16,1,8,101,37,26.4,9.7,.222,.346,.311,.657,.124,305,18,98,.293,.347,88.7,7.7,23,9.7,42,73.9,22.9,29,48.1,51.9,51.7,78.5,6.9,1543,76.8,30.3,51.3,22.3,21.4,5,
Barnes, Austin,605131,2022,32,212,38,24,6,0,8,37,27,17.5,12.7,.212,.380,.321,.701,.168,147,7,62,.315,.317,87.4,13.6,7,4.8,35.2,65.9,12.8,15.3,41,59,46.9,76.7,7.1,850,86.2,17.6,43.4,29,20,7.6,
Bell, Josh,605137,2022,29,647,147,98,29,3,17,102,81,15.8,12.5,.266,.422,.360,.782,.156,433,25,156,.344,.358,88.9,8.4,33,7.2,40.8,68.8,16.3,24.9,34.6,65.4,53.3,77.5,6.4,2505,83.6,21.7,50.7,19.7,24.1,5.7,
Betts, Mookie,605141,2022,29,639,154,76,40,3,35,104,55,16.3,8.6,.269,.533,.340,.873,.264,423,15,142,.373,.413,90.5,18.6,46,9.7,44.9,66.9,8.3,22.2,40.5,59.5,50.9,78.9,7.4,2428,91.7,16.5,33.7,35.6,23.1,7.6,
Caratini, Victor,605170,2022,28,314,54,33,12,0,9,67,31,21.3,9.9,.199,.342,.299,.641,.143,210,11,95,.289,.306,89.4,6.6,13,6.3,43.5,60.9,11.4,23.8,45,55,50.2,68.8,7.7,1246,88.6,20.9,50.2,19.8,25.1,4.8,
Davis, J.D.,605204,2022,29,365,79,50,16,1,12,122,39,33.4,10.7,.248,.418,.340,.758,.170,278,18,115,.333,.459,92.4,12.3,32,16.2,56.1,76.8,32.3,25.4,52.9,47.1,49.6,91.2,7.7,1486,67.5,37.4,46,22.7,25.3,6.1,
Garcia, Aramis,605244,2022,29,115,23,20,2,0,1,34,3,29.6,2.6,.213,.259,.243,.503,.046,85,3,47,.228,.301,87.5,19.6,2,2.6,36.8,73.2,22.6,31.1,50,48.6,50.1,77.1,7.8,449,77.4,30.8,36.8,22.4,28.9,11.8,
Machin, Vimael,605353,2022,28,253,49,36,12,0,1,47,25,18.6,9.9,.220,.287,.300,.587,.067,188,4,73,.268,.274,89.3,10.2,7,3.9,39.1,65.5,10.5,26.5,33.8,66.2,53.4,75,7.6,1002,89.2,17.9,44.7,27.4,25.7,2.2,
